Skills,Interests,CGPA,Experience,Career
Data Analysis,Business Intelligence,3.14,Yes,Business Intelligence Analyst
Dart,Mobile App Development,3.53,No,Mobile App Developer
Ethical Hacking,Networking,3.67,No,Cyber Security Analyst
Cloud Computing,Networking,3.23,Yes,Cloud Engineer
Firebase,Mobile App Development,3.49,No,Flutter Developer
SQL,Software Development,3.65,Yes,Backend Developer
Bash,Cloud Computing,2.85,Yes,DevOps Engineer
UI/UX,Web Development,2.71,No,UI/UX Designer
Cyber Security,Research,3.27,Yes,Cyber Security Analyst
React,Database Management,3.4,No,Full Stack Developer
Python,Software Development,2.9,Yes,Backend Developer
NumPy,Data Science,3.81,Yes,Machine Learning Engineer
Python,Backend Development,2.97,No,Backend Developer
Docker,DevOps,3.71,Yes,System Administrator
Oracle,Database Management,2.81,No,Database Administrator
NumPy,Machine Learning,3.94,Yes,AI Engineer
Docker,Cloud Computing,3.72,Yes,System Administrator
Docker,DevOps,3.06,Yes,Cloud Engineer
Azure,Machine Learning,3.2,No,AI Engineer
AWS,DevOps,3.54,Yes,DevOps Engineer
MongoDB,Mobile App Development,2.86,Yes,Flutter Developer
Kubernetes,DevOps,3.3,No,System Administrator
CSS,Web Development,2.86,Yes,Frontend Developer
Next.js,Web Development,3.07,Yes,Frontend Developer
JavaScript,Web Development,2.79,Yes,UI/UX Designer
TypeScript,Software Development,3.8,Yes,Frontend Developer
Python,Data Science,3.95,No,Machine Learning Engineer
Python,UI/UX Design,3.11,Yes,Product Manager
Terraform,DevOps,3.37,Yes,Cloud Solutions Architect
SQL,Data Science,3.32,Yes,Machine Learning Engineer
Firebase,Mobile App Development,3.4,No,Mobile App Developer
React,Web Development,2.93,No,Full Stack Developer
Networking,Cloud Computing,3.26,No,Cloud Engineer
SQL,Software Development,3.82,Yes,Product Manager
Excel,Data Science,2.93,No,Business Intelligence Analyst
AWS,DevOps,3.49,No,System Administrator
Pandas,Artificial Intelligence,3.75,Yes,Data Scientist
Next.js,Web Development,3.03,No,Frontend Developer
Pandas,Automation,3.38,No,Machine Learning Engineer
R,Machine Learning,3.13,No,Data Scientist
Linux,Research,3.48,No,Cyber Security Analyst
SQL,Data Analytics,3.01,No,Business Intelligence Analyst
Pandas,Research,3.11,Yes,Data Scientist
Linux,Networking,3.39,Yes,System Administrator
Excel,Business Intelligence,2.88,No,Business Analyst
Python,Artificial Intelligence,3.79,No,Machine Learning Engineer
Tableau,Data Science,3.82,No,Data Analyst
Terraform,Automation,3.98,No,Cloud Solutions Architect
TensorFlow,Machine Learning,3.29,Yes,Data Scientist
NumPy,Research,3.59,Yes,AI Engineer
Java,Research,3.09,No,Software Engineer
TensorFlow,Artificial Intelligence,3.8,No,AI Engineer
Flutter,Web Development,2.87,No,Mobile App Developer
Data Science,Artificial Intelligence,3.18,No,Data Scientist
Data Science,Data Analytics,3.87,No,Data Analyst
Selenium,Web Development,3.34,No,QA Engineer
REST APIs,Web Development,3.53,No,Mobile App Developer
Linux,Cyber Security,3.89,Yes,Cyber Security Analyst
Azure,DevOps,2.77,No,Network Engineer
SQL,Web Development,3.81,Yes,Full Stack Developer
NumPy,Business Intelligence,3.59,Yes,Data Analyst
Git,Automation,3.37,No,QA Engineer
Docker,Robotics,3.22,No,AI Engineer
Deep Learning,Data Science,3.28,No,Data Scientist
Networking,Automation,3.66,No,Cloud Solutions Architect
Machine Learning,Machine Learning,3.21,No,Data Scientist
Linux,Automation,2.64,Yes,QA Engineer
SQL,Database Management,2.94,No,Backend Developer
MySQL,Data Science,3.68,No,Business Intelligence Analyst
JavaScript,Web Development,3.6,No,UI/UX Designer
Linux,Artificial Intelligence,3.32,No,Machine Learning Engineer
MongoDB,Web Development,3.01,Yes,Mobile App Developer
AWS,Cloud Computing,3.31,No,Network Engineer
SQL,Data Analytics,3.5,No,Database Administrator
Data Science,Research,3.27,No,Data Scientist
Linux,Software Development,3.23,No,Backend Developer
Express.js,Database Management,3.2,Yes,Backend Developer
Git,Mobile App Development,3.2,No,Flutter Developer
Linux,Cloud Computing,3.24,Yes,DevOps Engineer
MongoDB,Data Analytics,3.26,Yes,Database Administrator
Tableau,Data Analytics,3.57,Yes,Business Intelligence Analyst
REST APIs,Software Development,3.25,No,QA Engineer
MySQL,Database Management,3.22,Yes,Backend Developer
Docker,Cloud Computing,2.99,Yes,Cloud Engineer
TensorFlow,Automation,3.51,No,Machine Learning Engineer
SQL,Business Intelligence,3.84,Yes,Product Manager
PyTorch,Data Science,3.35,No,Data Scientist
Cloud Computing,DevOps,3.98,Yes,Cloud Engineer
Power BI,Artificial Intelligence,3.55,No,Data Scientist
SQL,Web Development,2.74,Yes,Full Stack Developer
Tableau,Business Intelligence,2.9,Yes,Business Intelligence Analyst
MySQL,Research,3.31,Yes,Business Analyst
Python,Data Science,2.87,Yes,Business Intelligence Analyst
Tableau,Business Intelligence,3.87,Yes,Product Manager
Tableau,Business Intelligence,3.81,No,Data Analyst
Python,Software Development,3.18,Yes,QA Engineer
PostgreSQL,Database Management,3.37,No,Backend Developer
Figma,Data Analytics,3.87,No,Product Manager
Tableau,Data Science,3.15,Yes,Business Intelligence Analyst
Docker,Cloud Computing,3.78,No,Cloud Engineer
REST APIs,Web Development,3.54,No,Mobile App Developer
JavaScript,Mobile App Development,3.72,No,Mobile App Developer
Pandas,Machine Learning,3.82,No,Machine Learning Engineer
Next.js,UI/UX Design,2.7,No,Frontend Developer
Azure,Artificial Intelligence,3.55,Yes,AI Engineer
Python,UI/UX Design,3.8,No,Product Manager
Excel,Business Intelligence,3.21,Yes,Product Manager
Cloud Computing,Cloud Computing,3.55,Yes,Cloud Solutions Architect
Linux,Research,3.21,No,Cyber Security Analyst
Node.js,UI/UX Design,3.23,No,Frontend Developer
Pandas,Database Management,3.03,Yes,Database Administrator
Git,Robotics,3.54,No,AI Engineer
Git,Software Development,2.73,Yes,Mobile App Developer
Kubernetes,Automation,3.3,No,DevOps Engineer
Networking,Cloud Computing,3.86,Yes,Cyber Security Analyst
Terraform,Automation,3.91,Yes,Cloud Solutions Architect
MongoDB,Software Development,3.06,No,Mobile App Developer
SQL,Data Science,3.41,Yes,Business Intelligence Analyst
Python,Machine Learning,3.31,No,AI Engineer
Git,Automation,3.35,No,QA Engineer
Networking,Automation,3.21,Yes,System Administrator
Excel,Business Intelligence,3.8,No,Business Intelligence Analyst
Java,Automation,3.95,Yes,Software Engineer
React,Mobile App Development,3.74,Yes,Mobile App Developer
Excel,Data Science,3.36,No,Business Intelligence Analyst
Adobe XD,Web Development,3.29,Yes,UI/UX Designer
CSS,UI/UX Design,3.54,Yes,UI/UX Designer
Git,Database Management,2.88,Yes,Full Stack Developer
TypeScript,Web Development,3.58,No,Frontend Developer
R,Data Science,3.83,No,Data Scientist
SQL,Data Analytics,3.64,Yes,Database Administrator
Figma,UI/UX Design,3.13,Yes,Product Manager
MySQL,Data Science,3.43,Yes,Business Intelligence Analyst
REST APIs,Software Development,2.63,No,Flutter Developer
C++,Web Development,3.29,No,Software Engineer
Git,Mobile App Development,3.71,No,Flutter Developer
Azure,Cloud Computing,3.86,Yes,Cloud Engineer
Azure,Networking,3.95,Yes,Cloud Engineer
MongoDB,Software Development,2.78,No,Backend Developer
Flutter,Mobile App Development,2.92,No,Flutter Developer
Python,Software Development,2.63,Yes,QA Engineer
Node.js,Web Development,2.69,No,Frontend Developer
AWS,DevOps,3.16,Yes,Network Engineer
Cyber Security,Cyber Security,3.31,Yes,Cyber Security Analyst
AWS,Cloud Computing,3.26,No,Network Engineer
Python,Backend Development,2.84,Yes,Backend Developer
Python,DevOps,3.86,Yes,Cloud Solutions Architect
Python,Business Intelligence,3.41,Yes,Product Manager
React,Database Management,2.78,Yes,Full Stack Developer
React,UI/UX Design,2.64,Yes,UI/UX Designer
Python,Robotics,3.25,Yes,AI Engineer
Firebase,Software Development,3.07,No,Frontend Developer
Python,Automation,3.34,Yes,System Administrator
Docker,Automation,3.59,No,Cloud Solutions Architect
Tableau,Data Science,3.0,Yes,Business Intelligence Analyst
Azure,Networking,3.23,No,Network Engineer
Power BI,Data Analytics,3.75,Yes,Data Analyst
HTML,Web Development,3.8,No,Full Stack Developer
Kubernetes,Cloud Computing,3.24,Yes,Cloud Engineer
Deep Learning,Machine Learning,3.49,Yes,Data Scientist
Data Analysis,Software Development,3.53,No,Product Manager
Dart,Web Development,2.75,No,Mobile App Developer
SQL,Backend Development,2.86,Yes,Backend Developer
Selenium,Web Development,2.79,No,QA Engineer
Dart,Software Development,2.94,Yes,Mobile App Developer
JavaScript,Web Development,3.91,No,Software Engineer
Python,Networking,3.47,No,Cyber Security Analyst
Figma,Software Development,2.64,Yes,Frontend Developer
SQL,Machine Learning,3.63,Yes,Data Scientist
Python,Cloud Computing,3.56,Yes,Cyber Security Analyst
AWS,Research,3.51,No,AI Engineer
Linux,Database Management,2.97,No,Backend Developer
Git,Automation,3.07,No,DevOps Engineer
Data Science,Artificial Intelligence,3.05,Yes,Data Scientist
REST APIs,Mobile App Development,3.49,Yes,Flutter Developer
Python,Networking,2.99,No,Cyber Security Analyst
CSS,Database Management,2.84,No,Full Stack Developer
Firebase,Software Development,3.37,No,Full Stack Developer
SQL,Business Intelligence,3.56,Yes,Business Intelligence Analyst
Git,Data Science,3.84,Yes,Machine Learning Engineer
C++,Automation,2.91,No,Software Engineer
PyTorch,Research,3.98,Yes,AI Engineer
Kubernetes,DevOps,3.9,Yes,Cloud Engineer
MySQL,Research,3.53,Yes,Business Analyst
Power BI,Business Intelligence,2.97,Yes,Business Analyst
SQL,Software Development,2.93,No,Backend Developer
SQL,Data Science,2.99,No,Data Analyst
REST APIs,Software Development,3.06,Yes,Mobile App Developer
Selenium,Automation,3.41,No,QA Engineer
Linux,Networking,3.34,Yes,System Administrator
Python,Data Analytics,2.88,Yes,Database Administrator
HTML,Web Development,3.55,Yes,UI/UX Designer
Docker,Automation,3.93,No,Cloud Solutions Architect
Linux,Machine Learning,3.34,No,AI Engineer
MongoDB,Database Management,2.9,No,Full Stack Developer
TensorFlow,Automation,3.95,Yes,Machine Learning Engineer
Excel,Business Intelligence,2.82,Yes,Business Analyst
Cloud Computing,Automation,3.4,Yes,Cloud Solutions Architect
JavaScript,Software Development,3.45,No,Flutter Developer
Deep Learning,Data Science,3.65,No,Data Scientist
SQL,Networking,3.46,Yes,System Administrator
Python,Cloud Computing,2.91,Yes,Cyber Security Analyst
Docker,Web Development,3.52,No,Software Engineer
React,Mobile App Development,3.52,No,Mobile App Developer
Power BI,Business Intelligence,3.18,Yes,Business Analyst
NumPy,Data Science,3.0,Yes,Data Analyst
NumPy,Research,3.93,No,Data Scientist
Data Science,Machine Learning,3.33,Yes,Data Scientist
Excel,Business Intelligence,3.25,Yes,Business Intelligence Analyst
Pandas,Machine Learning,3.73,No,Machine Learning Engineer
Linux,Networking,3.22,No,Cloud Engineer
Docker,Research,3.31,Yes,Software Engineer
CSS,Web Development,3.56,No,Frontend Developer
Figma,Software Development,3.04,Yes,Frontend Developer
Docker,Automation,3.53,No,System Administrator
Networking,Research,3.24,No,Cyber Security Analyst
Figma,Web Development,3.42,No,Frontend Developer
Figma,UI/UX Design,3.6,No,UI/UX Designer
AWS,Cloud Computing,3.49,Yes,Network Engineer
JavaScript,Automation,2.68,No,QA Engineer
Oracle,Software Development,3.09,No,Database Administrator
Flutter,Web Development,3.65,No,Mobile App Developer
Networking,Cloud Computing,3.82,Yes,Cyber Security Analyst
Data Science,Machine Learning,3.54,No,Data Scientist
Java,Automation,3.52,No,Software Engineer
Python,Data Analytics,2.9,Yes,Business Analyst
Data Analysis,Data Analytics,3.3,No,Business Intelligence Analyst
Cloud Computing,Networking,3.99,No,Cloud Solutions Architect
Figma,Web Development,3.63,No,UI/UX Designer
Tableau,Data Analytics,3.5,Yes,Business Intelligence Analyst
Kubernetes,Cloud Computing,3.64,No,Cloud Engineer
Linux,DevOps,2.86,No,System Administrator
Express.js,Database Management,3.23,Yes,Full Stack Developer
Figma,Business Intelligence,3.2,Yes,Product Manager
Flutter,Mobile App Development,3.75,No,Flutter Developer
PostgreSQL,Database Management,3.2,No,Backend Developer
CSS,UI/UX Design,2.75,No,UI/UX Designer
Cloud Computing,Networking,3.85,Yes,Cloud Solutions Architect
PostgreSQL,Software Development,3.38,Yes,Database Administrator
PostgreSQL,Business Intelligence,3.77,Yes,Data Analyst
Git,Mobile App Development,3.76,No,Flutter Developer
UI/UX,UI/UX Design,3.12,Yes,UI/UX Designer
MySQL,Data Analytics,3.06,Yes,Database Administrator
Python,Software Development,3.4,Yes,Database Administrator
SQL,Research,3.64,Yes,Data Analyst
Deep Learning,Artificial Intelligence,3.78,No,Machine Learning Engineer
Linux,Automation,3.23,No,Software Engineer
PostgreSQL,Software Development,3.16,Yes,Backend Developer
JavaScript,Mobile App Development,2.66,No,Flutter Developer
Tableau,Data Analytics,3.69,Yes,Business Intelligence Analyst
Docker,Automation,3.45,No,Cloud Engineer
CSS,Web Development,2.84,No,Frontend Developer
Deep Learning,Robotics,3.37,No,AI Engineer
MongoDB,Web Development,2.96,Yes,Full Stack Developer
JavaScript,Web Development,2.74,No,Frontend Developer
Git,Automation,2.83,No,DevOps Engineer
Linux,DevOps,3.29,No,Network Engineer
Linux,DevOps,3.11,No,Network Engineer
Figma,Mobile App Development,2.78,No,UI/UX Designer
MongoDB,Software Development,2.91,Yes,Backend Developer
SQL,Business Intelligence,3.04,Yes,Data Analyst
Git,Cloud Computing,3.01,No,Cyber Security Analyst
SQL,Data Science,3.08,Yes,Business Intelligence Analyst
AWS,Research,3.94,Yes,AI Engineer
Power BI,UI/UX Design,3.74,Yes,Product Manager
Docker,Web Development,3.19,Yes,QA Engineer
Python,Artificial Intelligence,3.09,Yes,Machine Learning Engineer
SQL,Database Management,3.55,Yes,Database Administrator
Git,Mobile App Development,2.78,No,Flutter Developer
Data Analysis,Business Intelligence,2.93,Yes,Business Intelligence Analyst
Git,Mobile App Development,3.02,No,Flutter Developer
Networking,Automation,3.62,Yes,Cloud Solutions Architect
Git,Mobile App Development,3.77,Yes,Mobile App Developer
Tableau,Data Analytics,3.48,Yes,Business Analyst
Excel,Research,3.39,No,Data Analyst
Networking,Automation,3.45,Yes,System Administrator
PyTorch,Machine Learning,3.53,Yes,Machine Learning Engineer
SQL,Business Intelligence,3.26,No,Product Manager
GitHub,Web Development,3.33,Yes,Software Engineer
Cloud Computing,Automation,3.29,Yes,Cloud Solutions Architect
Next.js,Software Development,3.32,Yes,Frontend Developer
REST APIs,Software Development,2.75,No,Flutter Developer
Azure,Robotics,3.8,Yes,AI Engineer
Networking,Cloud Computing,2.9,No,System Administrator
Bash,Automation,3.18,No,System Administrator
Linux,Machine Learning,3.5,Yes,AI Engineer
Tableau,Data Science,3.42,No,Business Intelligence Analyst
Python,Robotics,3.39,No,AI Engineer
AWS,Automation,3.68,Yes,DevOps Engineer
Linux,Cloud Computing,2.9,Yes,Network Engineer
Linux,Web Development,2.61,No,QA Engineer
PyTorch,Machine Learning,3.63,No,Data Scientist
Linux,Networking,3.3,Yes,Cloud Engineer
SQL,Data Analytics,2.89,Yes,Database Administrator
AWS,Automation,3.7,Yes,Cloud Engineer
Pandas,Business Intelligence,2.98,Yes,Business Intelligence Analyst
Node.js,Web Development,3.76,Yes,Frontend Developer
MySQL,Data Analytics,3.04,Yes,Data Analyst
Networking,DevOps,3.7,Yes,Cloud Solutions Architect
Git,Database Management,3.08,No,Full Stack Developer
Linux,Software Development,3.4,Yes,Database Administrator
Terraform,Networking,3.61,Yes,Cloud Solutions Architect
Node.js,Web Development,3.37,No,Full Stack Developer
Azure,Networking,3.4,No,Network Engineer
Python,Software Development,3.39,Yes,DevOps Engineer
Networking,Cloud Computing,3.68,Yes,Cloud Engineer
Networking,Cloud Computing,3.13,No,System Administrator
Git,UI/UX Design,3.24,No,Frontend Developer
Excel,Research,2.93,No,Business Analyst
MySQL,Data Analytics,3.63,Yes,Business Analyst
Git,Machine Learning,3.7,Yes,Machine Learning Engineer
Docker,Cloud Computing,3.65,Yes,DevOps Engineer
SQL,Automation,2.98,No,System Administrator
Networking,DevOps,3.23,Yes,Network Engineer
Data Analysis,Software Development,3.84,Yes,Product Manager
Azure,Cloud Computing,3.08,Yes,DevOps Engineer
Tableau,Data Analytics,2.94,No,Business Analyst
Data Science,Research,3.23,No,Data Scientist
Express.js,Database Management,3.05,Yes,Full Stack Developer
Machine Learning,Machine Learning,3.33,No,Data Scientist
Power BI,Data Analytics,3.23,Yes,Business Intelligence Analyst
MySQL,Business Intelligence,3.59,No,Business Analyst
Cloud Computing,Networking,3.67,Yes,Cloud Solutions Architect
REST APIs,Automation,2.89,No,QA Engineer
Git,Research,3.31,No,AI Engineer
Docker,Networking,3.47,Yes,System Administrator
Selenium,Web Development,3.18,Yes,QA Engineer
Excel,UI/UX Design,3.25,Yes,Product Manager
Linux,Networking,2.72,No,Network Engineer
Git,Data Analytics,3.9,Yes,Product Manager
Python,Networking,3.25,Yes,System Administrator
Dart,Mobile App Development,3.39,No,Flutter Developer
Figma,Mobile App Development,2.56,No,UI/UX Designer
Excel,Data Science,3.61,Yes,Business Intelligence Analyst
Cloud Computing,Cloud Computing,2.94,Yes,Cloud Engineer
MySQL,Backend Development,3.35,Yes,Backend Developer
SQL,Cloud Computing,2.89,No,System Administrator
REST APIs,Web Development,2.98,No,Software Engineer
Data Analysis,Research,3.05,Yes,Business Analyst
CSS,UI/UX Design,2.89,No,Frontend Developer
Figma,Mobile App Development,2.87,No,UI/UX Designer
AWS,Machine Learning,3.74,No,Machine Learning Engineer
Excel,Data Science,3.39,Yes,Business Intelligence Analyst
Firebase,Software Development,2.66,Yes,Mobile App Developer
Networking,Cloud Computing,3.8,Yes,System Administrator
Cloud Computing,DevOps,3.59,No,Cloud Engineer
Pandas,Data Science,3.63,Yes,Business Intelligence Analyst
Git,Business Intelligence,3.95,Yes,Product Manager
